customer_id,Recommendation_name,Recommendation_date,suggestion_type,purchase_flag
428,Recommend_screenguard,9/2/2022,With phone,0
429,Recommend_screenguard,9/3/2022,With phone,0
430,Recommend_screenguard,9/4/2022,With cover,0
431,Recommend_screenguard,9/5/2022,With phone,1
432,Recommend_screenguard,9/6/2022,With phone,0
433,Recommend_screenguard,9/7/2022,With phone,1
434,Recommend_screenguard,9/8/2022,With cover,0
435,Recommend_screenguard,9/9/2022,With phone,1
,,,,
437,Recommend_screenguard,9/11/2022,With phone,1
,,,,
439,Recommend_screenguard,9/13/2022,With phone,0
440,Recommend_screenguard,9/14/2022,With phone,0
,,,,
442,Recommend_screenguard,9/16/2022,With phone,1
443,Recommend_screenguard,9/17/2022,With cover,0
,,,,
445,Recommend_screenguard,9/19/2022,With cover,0
,,,,
,,,,
,,,,
449,Recommend_screenguard,9/23/2022,With phone,1
,,,,
,,,,
452,Recommend_screenguard,9/26/2022,With phone,0
453,Recommend_screenguard,9/27/2022,With cover,0
454,Recommend_screenguard,9/28/2022,With phone,1
455,Recommend_screenguard,9/29/2022,With phone,0
,,,,
,,,,
458,Recommend_screenguard,10/2/2022,With phone,0
,,,,
,,,,
461,Recommend_screenguard,10/5/2022,With phone,0
462,Recommend_screenguard,10/6/2022,With phone,0
,,,,
464,Recommend_screenguard,10/8/2022,With cover,0
,,,,
466,Recommend_screenguard,10/10/2022,With phone,0
467,Recommend_screenguard,10/11/2022,With phone,0
468,Recommend_screenguard,10/12/2022,With cover,0
469,Recommend_screenguard,10/13/2022,With phone,0
,,,,
471,Recommend_screenguard,10/15/2022,With phone,0
472,Recommend_screenguard,10/16/2022,With phone,1
473,Recommend_screenguard,10/17/2022,With cover,0
474,Recommend_screenguard,10/18/2022,With phone,0
475,Recommend_screenguard,10/19/2022,With cover,0
476,Recommend_screenguard,10/20/2022,With cover,0
477,Recommend_screenguard,10/21/2022,With cover,0
478,Recommend_screenguard,10/22/2022,With cover,0
479,Recommend_screenguard,10/23/2022,With cover,0
480,Recommend_screenguard,10/24/2022,With cover,0
481,Recommend_screenguard,10/25/2022,With phone,1
482,Recommend_screenguard,10/26/2022,With phone,0
483,Recommend_screenguard,10/27/2022,With phone,0
,,,,
,,,,
,,,,
487,Recommend_screenguard,10/31/2022,With cover,0
488,Recommend_screenguard,11/1/2022,With phone,0
489,Recommend_screenguard,11/2/2022,With phone,0
490,Recommend_screenguard,11/3/2022,With phone,0
491,Recommend_screenguard,11/4/2022,With cover,1
,,,,
493,Recommend_screenguard,11/6/2022,With cover,0
,,,,
495,Recommend_screenguard,11/8/2022,With cover,0
496,Recommend_screenguard,11/9/2022,With cover,0
497,Recommend_screenguard,11/10/2022,With cover,0
498,Recommend_screenguard,11/11/2022,With phone,0
499,Recommend_screenguard,11/12/2022,With phone,0
500,Recommend_screenguard,11/13/2022,With phone,0
,,,,
502,Recommend_screenguard,11/15/2022,With phone,0
503,Recommend_screenguard,11/16/2022,With phone,0
504,Recommend_screenguard,11/17/2022,With phone,0
505,Recommend_screenguard,11/18/2022,With cover,0
506,Recommend_screenguard,11/19/2022,With phone,0
507,Recommend_screenguard,11/20/2022,With cover,0
508,Recommend_screenguard,11/21/2022,With cover,0
,,,,
510,Recommend_screenguard,11/23/2022,With cover,1
511,Recommend_screenguard,11/24/2022,With cover,1
512,Recommend_screenguard,11/25/2022,With cover,0
513,Recommend_screenguard,11/26/2022,With phone,0
514,Recommend_screenguard,11/27/2022,With cover,0
,,,,
516,Recommend_screenguard,11/29/2022,With cover,1
517,Recommend_screenguard,11/30/2022,With phone,0
518,Recommend_screenguard,12/1/2022,With phone,0
519,Recommend_screenguard,12/2/2022,With phone,1
520,Recommend_screenguard,12/3/2022,With phone,1
521,Recommend_screenguard,12/4/2022,With cover,0
522,Recommend_screenguard,12/5/2022,With cover,0
523,Recommend_screenguard,12/6/2022,With phone,0
524,Recommend_screenguard,12/7/2022,With phone,0
525,Recommend_screenguard,12/8/2022,With cover,0
,,,,
527,Recommend_screenguard,12/10/2022,With cover,0
528,Recommend_screenguard,12/11/2022,With phone,0
529,Recommend_screenguard,12/12/2022,With cover,0
530,Recommend_screenguard,12/13/2022,With cover,0
,,,,
532,Recommend_screenguard,12/15/2022,With phone,0
533,Recommend_screenguard,12/16/2022,With cover,1
534,Recommend_screenguard,12/17/2022,With phone,0
535,Recommend_screenguard,12/18/2022,With phone,0
536,Recommend_screenguard,12/19/2022,With cover,0
537,Recommend_screenguard,12/20/2022,With phone,0
538,Recommend_screenguard,12/21/2022,With phone,1
539,Recommend_screenguard,12/22/2022,With cover,0
540,Recommend_screenguard,12/23/2022,With phone,1
541,Recommend_screenguard,12/24/2022,With phone,0
542,Recommend_screenguard,12/25/2022,With phone,1
,,,,
544,Recommend_screenguard,12/27/2022,With cover,0
545,Recommend_screenguard,12/28/2022,With cover,0
546,Recommend_screenguard,12/29/2022,With phone,0
547,Recommend_screenguard,12/30/2022,With cover,1
548,Recommend_screenguard,12/31/2022,With phone,0
549,Recommend_screenguard,1/1/2023,With cover,0
550,Recommend_screenguard,1/2/2023,With cover,0
551,Recommend_screenguard,1/3/2023,With cover,0
552,Recommend_screenguard,1/4/2023,With phone,1
553,Recommend_screenguard,1/5/2023,With phone,0
554,Recommend_screenguard,1/6/2023,With phone,1
555,Recommend_screenguard,1/7/2023,With cover,1
556,Recommend_screenguard,1/8/2023,With phone,0
557,Recommend_screenguard,1/9/2023,With phone,0
558,Recommend_screenguard,1/10/2023,With phone,0
559,Recommend_screenguard,1/11/2023,With cover,0
,,,,
561,Recommend_screenguard,1/13/2023,With cover,1
562,Recommend_screenguard,1/14/2023,With cover,1
563,Recommend_screenguard,1/15/2023,With cover,0
564,Recommend_screenguard,1/16/2023,With phone,1
565,Recommend_screenguard,1/17/2023,With phone,0
566,Recommend_screenguard,1/18/2023,With phone,0
567,Recommend_screenguard,1/19/2023,With cover,0
568,Recommend_screenguard,1/20/2023,With cover,0
,,,,
570,Recommend_screenguard,1/22/2023,With phone,0
571,Recommend_screenguard,1/23/2023,With cover,1
,,,,
573,Recommend_screenguard,1/25/2023,With cover,0
574,Recommend_screenguard,1/26/2023,With cover,1
575,Recommend_screenguard,1/27/2023,With cover,0
576,Recommend_screenguard,1/28/2023,With phone,0
577,Recommend_screenguard,1/29/2023,With cover,1
,,,,
,,,,
580,Recommend_screenguard,2/1/2023,With cover,0
581,Recommend_screenguard,2/2/2023,With phone,0
582,Recommend_screenguard,2/3/2023,With phone,0
583,Recommend_screenguard,2/4/2023,With phone,0
584,Recommend_screenguard,2/5/2023,With phone,0
,,,,
586,Recommend_screenguard,2/7/2023,With phone,0
587,Recommend_screenguard,2/8/2023,With cover,0
,,,,
589,Recommend_screenguard,2/10/2023,With phone,0
590,Recommend_screenguard,2/11/2023,With cover,0
,,,,
,,,,
593,Recommend_screenguard,2/14/2023,With cover,0
594,Recommend_screenguard,2/15/2023,With phone,0
595,Recommend_screenguard,2/16/2023,With phone,0
596,Recommend_screenguard,2/17/2023,With phone,0
597,Recommend_screenguard,2/18/2023,With phone,0
598,Recommend_screenguard,2/19/2023,With cover,0
599,Recommend_screenguard,2/20/2023,With cover,0
,,,,
,,,,
,,,,
603,Recommend_screenguard,2/24/2023,With phone,0
604,Recommend_screenguard,2/25/2023,With phone,0
605,Recommend_screenguard,2/26/2023,With cover,0
606,Recommend_screenguard,2/27/2023,With phone,0
,,,,
,,,,
609,Recommend_screenguard,3/2/2023,With phone,0
610,Recommend_screenguard,3/3/2023,With phone,0
611,Recommend_screenguard,3/4/2023,With cover,1
612,Recommend_screenguard,3/5/2023,With phone,0
613,Recommend_screenguard,3/6/2023,With cover,0
,,,,
615,Recommend_screenguard,3/8/2023,With phone,0
616,Recommend_screenguard,3/9/2023,With phone,0
617,Recommend_screenguard,3/10/2023,With phone,1
618,Recommend_screenguard,3/11/2023,With phone,0
619,Recommend_screenguard,3/12/2023,With phone,0
,,,,
,,,,
622,Recommend_screenguard,3/15/2023,With phone,0
623,Recommend_screenguard,3/16/2023,With cover,1
624,Recommend_screenguard,3/17/2023,With cover,1
625,Recommend_screenguard,3/18/2023,With cover,0
626,Recommend_screenguard,3/19/2023,With phone,0
627,Recommend_screenguard,3/20/2023,With phone,0
628,Recommend_screenguard,3/21/2023,With phone,0
629,Recommend_screenguard,3/22/2023,With cover,0
630,Recommend_screenguard,3/23/2023,With cover,0
,,,,
632,Recommend_screenguard,3/25/2023,With phone,0
633,Recommend_screenguard,3/26/2023,With cover,0
634,Recommend_screenguard,3/27/2023,With phone,0
635,Recommend_screenguard,3/28/2023,With cover,0
636,Recommend_screenguard,3/29/2023,With phone,0
637,Recommend_screenguard,3/30/2023,With phone,0
,,,,
639,Recommend_screenguard,4/1/2023,With cover,1
640,Recommend_screenguard,4/2/2023,With cover,1
641,Recommend_screenguard,4/3/2023,With phone,0
642,Recommend_screenguard,4/4/2023,With cover,0
643,Recommend_screenguard,4/5/2023,With phone,0
644,Recommend_screenguard,4/6/2023,With phone,0
645,Recommend_screenguard,4/7/2023,With phone,0
646,Recommend_screenguard,4/8/2023,With cover,0
647,Recommend_screenguard,4/9/2023,With phone,0
648,Recommend_screenguard,4/10/2023,With cover,0
649,Recommend_screenguard,4/11/2023,With phone,0
650,Recommend_screenguard,4/12/2023,With cover,0
651,Recommend_screenguard,4/13/2023,With cover,1
652,Recommend_screenguard,4/14/2023,With phone,0
,,,,
,,,,
655,Recommend_screenguard,4/17/2023,With cover,1
656,Recommend_screenguard,4/18/2023,With phone,0
657,Recommend_screenguard,4/19/2023,With cover,1
658,Recommend_screenguard,4/20/2023,With cover,0
659,Recommend_screenguard,4/21/2023,With phone,0
660,Recommend_screenguard,4/22/2023,With cover,0
,,,,
662,Recommend_screenguard,4/24/2023,With cover,0
663,Recommend_screenguard,4/25/2023,With phone,0
664,Recommend_screenguard,4/26/2023,With cover,0
665,Recommend_screenguard,4/27/2023,With phone,0
666,Recommend_screenguard,4/28/2023,With cover,0
667,Recommend_screenguard,4/29/2023,With cover,0
668,Recommend_screenguard,4/30/2023,With cover,0
669,Recommend_screenguard,5/1/2023,With cover,0
670,Recommend_screenguard,5/2/2023,With phone,0
671,Recommend_screenguard,5/3/2023,With cover,0
,,,,
673,Recommend_screenguard,5/5/2023,With cover,0
674,Recommend_screenguard,5/6/2023,With cover,1
675,Recommend_screenguard,5/7/2023,With cover,0
,,,,
677,Recommend_screenguard,5/9/2023,With phone,0
678,Recommend_screenguard,5/10/2023,With cover,0
679,Recommend_screenguard,5/11/2023,With phone,0
680,Recommend_screenguard,5/12/2023,With phone,0
681,Recommend_screenguard,5/13/2023,With phone,0
682,Recommend_screenguard,5/14/2023,With cover,0
683,Recommend_screenguard,5/15/2023,With cover,0
684,Recommend_screenguard,5/16/2023,With cover,0
685,Recommend_screenguard,5/17/2023,With phone,1
686,Recommend_screenguard,5/18/2023,With cover,0
687,Recommend_screenguard,5/19/2023,With phone,0
,,,,
689,Recommend_screenguard,5/21/2023,With phone,0
690,Recommend_screenguard,5/22/2023,With cover,0
,,,,
,,,,
,,,,
,,,,
695,Recommend_screenguard,5/27/2023,With cover,0
696,Recommend_screenguard,5/28/2023,With phone,1
697,Recommend_screenguard,5/29/2023,With cover,0
,,,,
699,Recommend_screenguard,5/31/2023,With phone,0
,,,,
701,Recommend_screenguard,6/2/2023,With cover,0
702,Recommend_screenguard,6/3/2023,With cover,0
,,,,
704,Recommend_screenguard,6/5/2023,With phone,0
705,Recommend_screenguard,6/6/2023,With cover,0
706,Recommend_screenguard,6/7/2023,With cover,0
707,Recommend_screenguard,6/8/2023,With phone,0
708,Recommend_screenguard,6/9/2023,With phone,0
709,Recommend_screenguard,6/10/2023,With cover,0
710,Recommend_screenguard,6/11/2023,With cover,0
711,Recommend_screenguard,6/12/2023,With cover,0
712,Recommend_screenguard,6/13/2023,With cover,0
713,Recommend_screenguard,6/14/2023,With phone,0
,,,,
715,Recommend_screenguard,6/16/2023,With phone,0
716,Recommend_screenguard,6/17/2023,With phone,0
,,,,
718,Recommend_screenguard,6/19/2023,With cover,0
719,Recommend_screenguard,6/20/2023,With phone,0
720,Recommend_screenguard,6/21/2023,With cover,0
721,Recommend_screenguard,6/22/2023,With cover,0
722,Recommend_screenguard,6/23/2023,With phone,1
723,Recommend_screenguard,6/24/2023,With phone,0
,,,,
,,,,
,,,,
727,Recommend_screenguard,6/28/2023,With phone,0
728,Recommend_screenguard,6/29/2023,With cover,0
,,,,
730,Recommend_screenguard,7/1/2023,With phone,0
,,,,
732,Recommend_screenguard,7/3/2023,With phone,0
733,Recommend_screenguard,7/4/2023,With cover,0
734,Recommend_screenguard,7/5/2023,With cover,0
735,Recommend_screenguard,7/6/2023,With cover,0
,,,,
737,Recommend_screenguard,7/8/2023,With cover,0
738,Recommend_screenguard,7/9/2023,With cover,0
739,Recommend_screenguard,7/10/2023,With phone,0
740,Recommend_screenguard,7/11/2023,With phone,0
741,Recommend_screenguard,7/12/2023,With phone,0
742,Recommend_screenguard,7/13/2023,With cover,0
,,,,
744,Recommend_screenguard,7/15/2023,With phone,1
745,Recommend_screenguard,7/16/2023,With cover,0
746,Recommend_screenguard,7/17/2023,With cover,0
747,Recommend_screenguard,7/18/2023,With cover,1
748,Recommend_screenguard,7/19/2023,With phone,0
749,Recommend_screenguard,7/20/2023,With phone,0
750,Recommend_screenguard,7/21/2023,With phone,0
751,Recommend_screenguard,7/22/2023,With cover,0
,,,,
753,Recommend_screenguard,7/24/2023,With phone,0
,,,,
755,Recommend_screenguard,7/26/2023,With cover,0
756,Recommend_screenguard,7/27/2023,With cover,0
757,Recommend_screenguard,7/28/2023,With cover,0
758,Recommend_screenguard,7/29/2023,With phone,0
759,Recommend_screenguard,7/30/2023,With cover,0
760,Recommend_screenguard,7/31/2023,With cover,1
761,Recommend_screenguard,8/1/2023,With phone,0
,,,,
,,,,
764,Recommend_screenguard,8/4/2023,With cover,0
,,,,
766,Recommend_screenguard,8/6/2023,With phone,0
767,Recommend_screenguard,8/7/2023,With phone,0
768,Recommend_screenguard,8/8/2023,With phone,0
769,Recommend_screenguard,8/9/2023,With cover,0
770,Recommend_screenguard,8/10/2023,With phone,0
771,Recommend_screenguard,8/11/2023,With cover,0
772,Recommend_screenguard,8/12/2023,With phone,0
,,,,
,,,,
,,,,
,,,,
777,Recommend_screenguard,8/17/2023,With phone,0
778,Recommend_screenguard,8/18/2023,With cover,0
779,Recommend_screenguard,8/19/2023,With phone,1
780,Recommend_screenguard,8/20/2023,With phone,0
781,Recommend_screenguard,8/21/2023,With phone,1
782,Recommend_screenguard,8/22/2023,With cover,1
783,Recommend_screenguard,8/23/2023,With phone,1
784,Recommend_screenguard,8/24/2023,With phone,1
,,,,
786,Recommend_screenguard,8/26/2023,With phone,1
787,Recommend_screenguard,8/27/2023,With cover,1
788,Recommend_screenguard,8/28/2023,With cover,1
789,Recommend_screenguard,8/29/2023,With cover,1
790,Recommend_screenguard,8/30/2023,With phone,1
791,Recommend_screenguard,8/31/2023,With cover,1
,,,,
,,,,
794,Recommend_screenguard,9/3/2023,With cover,1
,,,,
,,,,
797,Recommend_screenguard,9/6/2023,With phone,0
,,,,
799,Recommend_screenguard,9/8/2023,With phone,1
800,Recommend_screenguard,9/9/2023,With cover,1
801,Recommend_screenguard,9/10/2023,With phone,1
802,Recommend_screenguard,9/11/2023,With cover,0
803,Recommend_screenguard,9/12/2023,With cover,1
804,Recommend_screenguard,9/13/2023,With cover,1
,,,,
806,Recommend_screenguard,9/15/2023,With cover,1
807,Recommend_screenguard,9/16/2023,With phone,0
808,Recommend_screenguard,9/17/2023,With phone,0
,,,,
810,Recommend_screenguard,9/19/2023,With cover,1
811,Recommend_screenguard,9/20/2023,With phone,1
812,Recommend_screenguard,9/21/2023,With phone,1
813,Recommend_screenguard,9/22/2023,With cover,1
814,Recommend_screenguard,9/23/2023,With phone,1
815,Recommend_screenguard,9/24/2023,With phone,1
,,,,
817,Recommend_screenguard,9/26/2023,With phone,1
818,Recommend_screenguard,9/27/2023,With cover,1
819,Recommend_screenguard,9/28/2023,With cover,1
820,Recommend_screenguard,9/29/2023,With phone,0
821,Recommend_screenguard,9/30/2023,With cover,1
822,Recommend_screenguard,10/1/2023,With cover,1
823,Recommend_screenguard,10/2/2023,With cover,1
824,Recommend_screenguard,10/3/2023,With phone,1
825,Recommend_screenguard,10/4/2023,With phone,0
826,Recommend_screenguard,10/5/2023,With cover,1
827,Recommend_screenguard,10/6/2023,With cover,1
828,Recommend_screenguard,10/7/2023,With phone,0
829,Recommend_screenguard,10/8/2023,With cover,0
830,Recommend_screenguard,10/9/2023,With cover,0
831,Recommend_screenguard,10/10/2023,With cover,0
832,Recommend_screenguard,10/11/2023,With cover,1
833,Recommend_screenguard,10/12/2023,With cover,0
834,Recommend_screenguard,10/13/2023,With phone,1
835,Recommend_screenguard,10/14/2023,With phone,0
836,Recommend_screenguard,10/15/2023,With cover,0
837,Recommend_screenguard,10/16/2023,With cover,0
838,Recommend_screenguard,10/17/2023,With phone,1
839,Recommend_screenguard,10/18/2023,With phone,1
840,Recommend_screenguard,10/19/2023,With cover,0
841,Recommend_screenguard,10/20/2023,With phone,1
842,Recommend_screenguard,10/21/2023,With phone,1
843,Recommend_screenguard,10/22/2023,With cover,1
844,Recommend_screenguard,10/23/2023,With cover,0
845,Recommend_screenguard,10/24/2023,With cover,1
846,Recommend_screenguard,10/25/2023,With cover,1
847,Recommend_screenguard,10/26/2023,With cover,1
848,Recommend_screenguard,10/27/2023,With cover,1
,,,,
850,Recommend_screenguard,10/29/2023,With cover,1
851,Recommend_screenguard,10/30/2023,With phone,1
852,Recommend_screenguard,10/31/2023,With cover,1
853,Recommend_screenguard,11/1/2023,With phone,1
854,Recommend_screenguard,11/2/2023,With phone,0
855,Recommend_screenguard,11/3/2023,With phone,0
856,Recommend_screenguard,11/4/2023,With phone,1
857,Recommend_screenguard,11/5/2023,With cover,1
858,Recommend_screenguard,11/6/2023,With cover,1
859,Recommend_screenguard,11/7/2023,With cover,0
860,Recommend_screenguard,11/8/2023,With cover,1
861,Recommend_screenguard,11/9/2023,With cover,1
862,Recommend_screenguard,11/10/2023,With cover,0
863,Recommend_screenguard,11/11/2023,With phone,1
864,Recommend_screenguard,11/12/2023,With cover,1
865,Recommend_screenguard,11/13/2023,With phone,1
866,Recommend_screenguard,11/14/2023,With cover,1
867,Recommend_screenguard,11/15/2023,With phone,1
868,Recommend_screenguard,11/16/2023,With cover,1
,,,,
,,,,
